3446507	1.0
1254777	0.0
448800	0.5
5545768	0.5
631190	0.5
4042891	0.5
4337887	0.5
4033859	0.5
2091134	0.5
3270402	0.5
3296492	0.5
306029	0.5
2657270	1.0
1726934	0.5
4407089	1.0
1055539	0.5
603654	0.67
4068269	1.0
1565639	1.0
3689981	0.0
4966372	0.5
3320127	1.0
1478782	1.0
4482142	0.5
2684740	1.0
3722733	0.5
2939733	0.5
2416583	0.0
5059327	0.5
3109865	1.0
1799576	1.0
2269658	0.0
3497825	1.0
5334036	1.0
4079930	1.0
3168713	0.92
602901	0.5
4643737	0.5
2787569	0.5
1114459	1.0
2238413	0.5
131604	0.5
5783	0.16
3616236	0.0
4596235	0.5
1748851	1.0
4001356	1.0
4225670	0.5
741563	0.5
171807	1.0
3030852	0.0
5100284	0.5
685150	0.5
1760781	0.0
1836283	0.5
577185	0.5
1900621	0.5
3300866	0.6
2580385	0.0
5276613	0.5
4476232	0.5
3277551	0.5
4696512	1.0
5517479	0.0
4920357	0.5
5319916	0.5
2287232	0.5
422720	0.0
5151593	0.5
1633051	1.0
4101442	1.0
3821276	1.0
4227165	0.0
723552	0.75
2803050	1.0
4356715	0.5
4037125	0.5
1205638	0.5
1946639	0.5
1768109	0.5
3021266	1.0
257687	1.0
3561742	1.0
2249534	0.5
602825	0.0
1706510	1.0
1135377	1.0
2124957	0.5
520973	1.0
1337147	0.5
2482143	0.5
811628	1.0
2807261	0.5
1037863	0.5
5110366	0.5
2547521	0.5
5387575	0.5
1210118	0.5
1604459	0.0
4565023	0.5
961843	0.5
1190832	0.5
2092017	1.0
5227004	0.64
2673202	1.0
3011642	0.5
3362480	1.0
2299687	0.5
5110784	0.0
542300	0.5
1421753	1.0
3477683	0.5
3625335	1.0
5120302	0.5
4936916	0.0
2486129	0.5
3671816	0.5
3142196	0.5
4957107	0.5
2151592	0.5
1845604	0.5
5580233	0.5
3861941	0.5
5002291	0.5
4279722	0.43
3785340	0.5
1089731	1.0
4891573	0.0
2981611	1.0
2783175	0.0
3873855	1.0
762842	0.5
1869542	1.0
2215613	1.0
1630279	1.0
5136858	0.5
5240494	0.0
1248246	0.5
2865405	0.5
3902667	0.0
1182074	0.5
4243522	0.5
3917999	0.5
1752393	1.0
1495262	0.5
3218511	0.5
480878	0.5
1193164	1.0
1647441	0.0
5008407	0.5
497802	0.5
1173624	0.0
1081875	0.5
3482793	0.5
3217915	0.5
2151650	0.5
2725711	0.5
3067244	1.0
4674051	0.5
2839995	0.5
1128515	0.5
58433	1.0
4158993	0.5
3644511	1.0
1696185	1.0
471724	0.0
2279997	1.0
3968044	1.0
1890748	1.0
509544	0.0
4248242	0.0
827732	0.5
3296229	0.5
1448725	0.5
1929589	0.5
4485811	0.5
2664033	0.0
1715542	0.5
3032807	1.0
406493	1.0
2730272	0.5
2371975	0.5
5534225	0.5
3964941	1.0
3917413	0.5
4889183	0.0
4642065	1.0
3223609	0.5
942373	1.0
1277476	0.5
2126115	0.0
5336886	0.5
3832696	0.0
1955359	0.5
3481866	1.0
1794499	0.5
407782	0.5
4242345	1.0
1971116	0.5
4995798	1.0
1862820	1.0
1313295	0.5
3785644	1.0
541761	0.5
1835097	0.5
533526	1.0
3323958	0.5
2112582	0.5
1702877	0.5
4676625	0.5
3674838	1.0
3449589	0.5
2721110	0.5
3529289	0.5
3430695	0.83
4036884	0.5
5083104	0.5
2744539	1.0
4590166	1.0
3581034	0.5
2756658	0.5
425785	0.0
307605	0.5
2699626	0.5
3234449	0.5
3080853	0.25
4364734	0.0
4238405	0.5
3197650	0.75
415032	1.0
4336544	1.0
4816363	0.5
4181538	0.5
2445978	0.5
3353295	1.0
3964702	1.0
3069905	0.5
1544121	0.0
5445099	0.0
4669740	0.0
4661368	1.0
3088156	0.5
243823	1.0
1669425	0.5
5462158	1.0
102441	0.5
4037276	0.5
2404728	1.0
5302229	0.5
3867814	0.5
4944051	0.5
5127459	0.5
477461	0.0
5278781	0.0
4954507	0.5
4738988	0.5
2836642	0.0
5429152	0.5
4062675	0.5
4372891	0.5
97357	1.0
4510016	1.0
3643355	0.5
491984	0.5
3951513	0.5
5299914	0.5
5369563	1.0
5416419	1.0
540196	1.0
2561272	0.5
2171169	1.0
5515547	1.0
1167152	1.0
2926622	0.5
1956603	0.5
2294361	1.0
3829015	0.0
5216538	0.5
2303840	0.5
4115229	1.0
3785656	0.5
4658700	0.5
1328331	1.0
3830486	1.0
4137047	0.0
2511896	1.0
3894879	0.0
1896299	0.0
2844876	0.5
639053	1.0
455889	1.0
1190245	0.0
5279840	0.5
287860	0.5
5166067	0.0
313377	0.5
1843936	0.5
3665278	0.5
5090088	0.5
3826878	0.5
1581236	1.0
4438031	0.0
3409438	0.5
1455547	0.5
401602	0.5
4966390	0.5
4539718	1.0
974803	0.5
5250175	0.0
2419329	0.5
5224065	0.5
5232151	0.0
2869376	0.5
5260093	0.5
4452478	1.0
834745	0.5
4105968	0.0
3454545	0.5
5330540	0.5
482764	0.5
1914474	1.0
715566	1.0
3772590	0.5
3772250	1.0
3797058	0.5
992430	0.5
271162	1.0
1951733	0.0
4241770	0.5
1514601	0.5
834572	0.5
4439527	0.5
4644010	0.5
5016519	0.5
3583004	0.5
4688182	0.5
3365151	0.75
1386902	1.0
4280108	0.0
1468990	0.0
2550225	1.0
5328136	0.5
3589474	0.5
5593181	0.5
4270647	1.0
190641	1.0
3691321	0.5
3218259	1.0
4360217	0.0
819307	1.0
2072422	0.5
391188	0.5
607801	0.0
1073025	0.5
4883369	0.5
1138613	0.0
5282881	0.75
3488737	0.33
688729	0.5
1794307	0.5
1016096	0.5
4100127	0.5
3073989	1.0
5358980	0.0
2065627	0.5
5472630	1.0
3477037	0.5
3626407	0.5
4633277	0.5
4370020	0.5
