175973	954908
4547826	980991
167769	1789488
1903416	4919335
3600042	5163099
5419410	1014666
4333056	1688748
3335672	2123096
2760749	4564674
861343	1680880
5410135	2451553
1229356	1997419
3573722	988948
4532081	5409352
1860259	4561812
2836185	3901043
4452478	4339653
2183062	1786948
5468098	5199797
4652626	939078
4547826	910454
170434	2828535
3602259	3061600
3941345	532998
4547826	3906624
4102854	3169052
4544278	3687350
304759	1229111
1139107	1799534
442493	165013
4306050	603840
2899122	3781566
3422103	1652674
3066925	5448066
4568174	4458568
4600861	2558014
5272419	5035389
1755534	9891
3079300	932322
3336784	922205
2621687	1088543
1968690	1140480
897124	3819874
1462774	3397678
5345677	2343715
846657	3206693
235571	3406756
1076605	4087509
945679	2160219
3900679	3812676
1200952	4746763
552397	2374383
1181140	1867805
1012776	1248428
1793381	352159
5447430	1707755
1903416	1156896
2719863	3658855
1903416	5544745
1713676	4929144
4848506	3461648
5147298	1196970
3177217	3767627
5227004	3152871
2836604	3512693
4346070	4874093
3772763	580665
685150	1970065
2476000	4331667
3374740	3475689
20265	4310081
2046340	3876164
2086000	5060859
10008	1366746
2522822	47422
2925106	1713067
5155212	3023898
93937	3980485
1083766	2215635
4547826	5144467
1896352	2814100
3942842	5282222
4321155	3575708
4278452	2764607
3634191	3428517
5076656	5510900
1903416	3860869
1173870	1765410
4532081	2900725
2241689	3605772
3363618	3353882
16231	4094117
34361	367672
533601	3910598
2091134	399178
2570274	382922
4487117	4439876
356472	1190855
5289965	4301609
4547826	2464645
1276258	1646967
1675018	2744325
4532081	5497602
3786078	25921
5585365	2184296
4333056	4527049
3843864	2356237
1657989	1072610
1308720	3791302
1299240	4215235
2528543	3939513
5234211	1784126
4891780	3477922
4851828	863534
90714	713879
4962603	2316764
4805876	5309788
2144703	216763
1328702	3730939
131704	1595897
4462739	560064
2456344	1949398
1023893	5163933
3568630	4850414
5783	4486472
5319765	3443933
3342634	4458282
391188	3438302
4532081	4126074
1903416	825483
2664322	1159200
3266014	3073176
3555077	5148075
4766916	3194004
4539785	4877581
210375	2419871
5543560	2236009
1945363	1567972
2910475	2431902
5585583	2369205
1132682	903160
5394166	3867398
1954381	2475197
4494508	102084
4394378	4130445
1144543	5343806
1903416	20576
3843816	4062769
2723555	2744238
3141186	4974724
552397	4024588
4541351	686972
1134864	4805876
4311437	5198630
4944686	5479223
4695991	1646164
1304343	829308
3675212	4589454
3764668	3629068
2899324	2785633
2119493	1647705
98696	4416087
135977	882289
1328331	621795
4921452	2699761
5069968	245944
2981376	873230
1482766	2122950
2599839	947828
5692	2113158
2292146	87601
1960156	5407598
1079278	1967379
4260116	775965
1744815	960103
2982023	2782635
2333199	5148688
3557399	2659099
1105206	5221749
158247	3842067
2056757	755089
104577	5344278
3102814	440120
2506943	3972635
4853172	2611058
2121517	1975381
1711549	3380572
4975683	3765628
552397	2946314
38564	5167350
131730	4210177
5135293	3368965
1862602	1256740
31852	383819
3112579	4944216
2102371	2660036
4826772	3133366
4201915	4791976
2775285	1853731
4547826	4960588
5299914	3901166
4284262	3402506
1030674	3331069
1014146	5068101
4483732	1312431
763789	368073
117355	5030754
4665720	4710023
2711949	4857995
3101130	736217
1753646	5383246
23417	2687716
2561286	4697289
4369416	2543128
1228257	4664283
4547826	960561
4547826	3325916
5537355	3950288
710856	849830
2948708	2974437
1662046	2600196
3197650	1526327
5455788	2836723
1835821	4484514
17280	4503427
4483514	4951420
3222863	5224811
1874144	5407408
3281828	584930
5207314	3246899
639029	1195780
5255283	743567
2066886	5207541
5251425	3416290
4950900	1501225
3283498	4168716
712600	653730
5077290	2900441
5455788	472666
2281850	3149078
3871183	173746
4074118	5587613
659604	2323548
2431617	4187707
2119454	3319867
5039410	556131
2105935	4452957
2604721	4114964
1453547	4065174
877498	3612900
3262018	903021
3948407	5061585
686494	2560667
1659231	542515
3262824	2316463
4859482	3263391
5274510	5388844
23417	2094127
1218803	4190618
1938064	2208201
2694833	3298666
826724	3947202
2308490	895208
4498723	4890722
835838	326072
1115303	2543454
5410135	2091452
1891894	3223640
1653002	4989647
5313382	3060089
3430695	3263885
4206354	1599914
1009836	48684
1596321	2042910
4680587	3293583
5049060	4948000
2700176	1103176
746632	2650613
2666273	3205627
3569477	4957059
1292569	2484087
2726655	2080403
22193	4599357
4153079	3687614
4494508	369177
1098192	4976460
93301	2380403
1115303	5026041
3970303	3255314
106682	4790576
552397	4748566
3644074	1058396
2046340	3697128
191370	747924
3269533	871286
5041553	4445872
1328702	5437912
1213598	2590127
5108463	2989377
4299504	5210158
552397	391435
522683	3482617
390934	94333
5515935	1457757
5527759	4115889
302800	973556
1902366	1785762
13124	801013
3314211	1853326
5085600	1465093
2046340	4586428
1104756	2122884
5196927	2720812
2861057	101835
5135293	3837004
2903436	5412197
2680748	2020386
4780190	830189
4547826	3962933
1201107	5329984
5436814	3513126
4146324	5169183
51932	2836906
531414	749325
1434905	4310257
4475225	4631242
4687085	4640445
2221642	1589919
1042999	3793405
4577496	4294475
1526672	3696363
1519660	57708
659604	187643
2159446	4826613
2068870	3616116
3763962	3763914
5075537	3246801
984625	341468
480660	2732125
4254052	4234079
5206662	3180416
5329416	4986952
294277	903701
2187852	57485
1741279	2019073
1283337	1590603
3972221	5434619
3201908	1746519
1942537	5240162
1026461	3129165
2878396	3702752
4680183	5030986
3972866	4358702
2962178	1036595
2083964	5420288
1128078	504427
2032997	3532440
3177217	903408
4711589	3005201
1977903	4968077
4547826	4151067
3948407	4660029
481436	5159067
4547826	4248946
3313919	2446998
2004715	2601227
2345933	4380042
3479540	2712586
4544278	594400
4728790	1718736
603654	1532952
4914938	1924134
3557399	3109928
3532128	4487137
4305585	5064497
1381495	1623421
2721836	3864369
5187759	1595321
5076195	3401199
2978452	4112533
964536	3039659
1128078	1018212
1268637	1941090
2394480	1680974
5545791	478470
4215984	2170566
510170	199704
3162264	426407
3450639	447686
4385837	1530327
3948535	2572438
4437384	1757072
4194095	4453790
5573188	1006952
748778	2372269
2183062	207140
1128078	1506844
3283498	883582
2838604	4324532
5169167	73354
4610419	4988260
1008431	3529119
3816807	1832620
